delivery_id,delivery_time,distance,cost,courier_type,traffic_level,success,city,timestamp
1446,45.79854057105934,1.5856677552880347,47.91887257988,Economic,High,1,Tehran,2025-08-11 18:00:00
1447,32.12798313725317,17.70488241412227,9.792496037518221,Economic,Low,1,Tehran,2025-08-12 16:00:00
1448,35.863640187550935,1.2471940550915817,26.840199014993097,Van,Low,0,Tehran,2025-08-12 05:00:00
1449,60.0,18.950251523994023,31.069163269635776,Economic,High,1,Tehran,2025-08-15 09:00:00
1450,36.25525892083274,10.295108725073723,45.05101338194175,Motorcycle,Medium,1,Tehran,2025-08-10 11:00:00
1451,51.617794996543836,7.496755377919806,5.3051762358949865,Economic,Medium,1,Isfahan,2025-08-14 22:00:00
1452,60.0,18.56015026201054,50.0,Motorcycle,High,1,Tabriz,2025-08-10 06:00:00
1453,60.0,1.463428869091838,24.451965244519556,Economic,High,1,Isfahan,2025-08-10 18:00:00
1454,60.0,12.047073002512654,38.097722390359564,Van,High,1,Tabriz,2025-08-16 19:00:00
1455,55.62195047185209,11.429717965487415,14.538079762231787,Economic,Medium,1,Shiraz,2025-08-14 22:00:00
1456,12.392372408441823,5.1670876230162595,19.26907776643384,Van,Low,1,Isfahan,2025-08-14 01:00:00
1457,48.79344107435893,9.148861195654002,32.49666072148101,Economic,Low,1,Mashhad,2025-08-13 15:00:00
1458,33.81158384882778,13.393016112931633,50.0,Van,Low,1,Tehran,2025-08-14 06:00:00
1459,51.47703304899294,14.815492740756623,23.61401396804292,Motorcycle,Medium,1,Shiraz,2025-08-12 01:00:00
1460,,1.0136203154250158,47.85893126390553,Motorcycle,Low,0,Tabriz,2025-08-14 05:00:00
1461,34.338528192194715,18.800215171729292,42.070892694576536,Motorcycle,Medium,1,Mashhad,2025-08-10 09:00:00
1462,21.308421164527612,4.125982075463435,29.312030810077758,Motorcycle,Medium,1,Tehran,2025-08-10 02:00:00
1463,41.864651140709626,5.438028250224825,50.0,Van,High,1,Shiraz,2025-08-12 16:00:00
1464,25.793754549488398,6.005995468183117,40.54757530340687,Van,Medium,1,Tehran,2025-08-11 05:00:00
1465,36.29214825292916,1.7185825944886708,39.788170447825614,Motorcycle,High,1,Tehran,2025-08-11 10:00:00
1466,43.062940853047316,3.3379903482161732,7.612085165832672,Motorcycle,Medium,1,Shiraz,2025-08-13 11:00:00
1467,60.0,19.74064853593908,43.59822766622879,Motorcycle,High,1,Mashhad,2025-08-14 22:00:00
1468,60.0,6.989118010168435,7.082024641714705,Economic,High,1,Isfahan,2025-08-15 04:00:00
1469,21.649403255577788,3.1907207164419376,41.76882261138423,Motorcycle,Medium,1,Tabriz,2025-08-14 22:00:00
1470,41.33523201864168,3.0328339623178433,50.0,Van,Medium,1,Mashhad,2025-08-10 17:00:00
1471,50.359577839747814,14.669739385729466,23.502716910044484,Van,Medium,1,Mashhad,2025-08-10 21:00:00
1472,28.68260514816741,17.236804616620176,32.28196149190818,Van,Medium,1,Tehran,2025-08-15 20:00:00
1473,55.88666524987811,5.882093690660928,28.1518691890901,Economic,High,1,Tehran,2025-08-17 00:00:00
1474,58.78641979721934,1.3972807343694644,30.5758375794832,Economic,High,1,Shiraz,2025-08-12 14:00:00
1475,43.194482894896325,5.23871035046176,17.213678187254256,Economic,High,1,Mashhad,2025-08-14 16:00:00
1476,,2.0737981251383895,27.862461623424235,Economic,Medium,1,Tehran,2025-08-11 11:00:00
1477,34.54862221670662,2.9645037959707885,30.360690187275445,Van,Medium,0,Tehran,2025-08-15 00:00:00
1478,44.45392177079136,9.198654277105206,5.997665958558184,Economic,Low,1,Mashhad,2025-08-12 23:00:00
1479,27.4626016885727,5.368449046371019,5.0,Economic,Low,1,Mashhad,2025-08-11 17:00:00
1480,33.313042095795666,10.802971691983045,7.641438085063431,Economic,Low,1,Isfahan,2025-08-11 19:00:00
1481,37.22381357827771,5.816381311886617,40.65128150738082,Motorcycle,Low,1,Mashhad,2025-08-10 04:00:00
1482,39.40750271862349,18.870208720956004,50.0,Van,High,1,Tehran,2025-08-16 11:00:00
1483,60.0,18.212935390599025,19.370783174123893,Economic,Low,1,Mashhad,2025-08-11 01:00:00
1484,39.005457215780964,11.769315995198854,33.684933486296906,Motorcycle,High,1,Tabriz,2025-08-11 21:00:00
1485,38.69621670902263,7.734055847760337,19.153476553701893,Van,Medium,1,Tehran,2025-08-13 03:00:00
1486,60.0,8.241790758659976,28.60455443578278,Economic,High,1,Isfahan,2025-08-11 07:00:00
1487,23.724514006004526,8.825193379745443,20.717047062565122,Van,High,1,Mashhad,2025-08-15 16:00:00
1488,18.58786782028836,14.824007120563937,50.0,Van,High,1,Isfahan,2025-08-14 04:00:00
1489,14.743436854299052,9.58114091485792,50.0,Motorcycle,Low,1,Tehran,2025-08-11 19:00:00
1490,55.41359334455337,17.277868983612052,11.045147414909426,Economic,Low,1,Tabriz,2025-08-10 19:00:00
1491,24.481418541075534,18.937800932676925,50.0,Van,Low,1,Isfahan,2025-08-10 02:00:00
1492,60.0,7.382976914199743,6.057609026824582,Motorcycle,Medium,1,Shiraz,2025-08-12 21:00:00
1493,24.357524013426115,11.653195146137922,36.130670168130365,Van,Low,1,Tehran,2025-08-11 15:00:00
1494,31.84551303197037,2.806074199818724,14.975524278559362,Van,Low,1,Isfahan,2025-08-14 16:00:00
1495,45.421099525678756,4.808911907560821,20.861394871806475,Motorcycle,Low,1,Shiraz,2025-08-13 19:00:00
1496,60.0,8.855849567493042,21.135116283187102,Van,Medium,1,Tehran,2025-08-11 21:00:00
1497,60.0,4.917851602133798,28.774316413299513,Motorcycle,High,0,Tehran,2025-08-12 07:00:00
1498,54.708760997710854,17.654649324985634,19.030821019871095,Economic,Low,1,Isfahan,2025-08-10 08:00:00
1499,40.240625258114626,4.007438865122864,30.56889086648319,Van,Low,1,Tehran,2025-08-15 16:00:00
1500,56.043420407538456,9.657555609508748,27.63839018103265,Economic,Medium,1,Isfahan,2025-08-12 07:00:00
1501,60.0,12.508285568737637,48.94384947582339,Economic,High,0,Tehran,2025-08-14 17:00:00
1502,24.488142836714665,14.145414255056044,37.99420652731648,Van,Low,1,Tehran,2025-08-10 12:00:00
1503,21.81801116577693,8.278318024803628,13.655442041375965,Motorcycle,Low,1,Isfahan,2025-08-16 18:00:00
1504,35.959506511068575,17.512882305769843,28.35116479605177,Van,Medium,1,Tehran,2025-08-15 13:00:00
1505,42.447230662126074,11.798063870480584,50.0,Van,High,1,Tabriz,2025-08-16 20:00:00
1506,25.46771950672725,9.350647828503483,30.723787547156654,Motorcycle,Low,0,Shiraz,2025-08-17 00:00:00
1507,36.963874474567156,2.2775720469886958,25.475496453813076,Motorcycle,Low,1,Isfahan,2025-08-11 02:00:00
1508,59.32957812855766,9.829099900458136,21.120574442223063,Van,High,1,Shiraz,2025-08-14 03:00:00
1509,37.06088263550217,16.593980975498873,25.237728874570188,Motorcycle,Medium,1,Shiraz,2025-08-13 06:00:00
1510,60.0,12.676279346204995,15.428283332952516,Economic,Medium,1,Tehran,2025-08-14 17:00:00
1511,18.58310885866495,16.81108662085325,47.442340753400714,Motorcycle,Low,1,Shiraz,2025-08-10 13:00:00
1512,36.48242702936366,10.386221741386807,39.40917633286296,Economic,Low,1,Tehran,2025-08-16 09:00:00
1513,44.5219647482453,3.250772396795155,8.424589806978155,Economic,High,1,Mashhad,2025-08-10 01:00:00
1514,17.682028773660264,1.2591570708817403,22.599525613404747,Economic,Medium,1,Mashhad,2025-08-10 12:00:00
1515,35.00783176988761,6.761171387653233,15.127625548160243,Motorcycle,Medium,1,Isfahan,2025-08-14 00:00:00
1516,43.17378737425075,14.261818958458058,31.000159117742864,Motorcycle,High,1,Tehran,2025-08-12 03:00:00
1517,45.13449743242131,16.01493817489218,50.0,Van,Low,1,Tehran,2025-08-12 15:00:00
1518,36.30811684554777,6.619303857786259,28.738153394984515,Motorcycle,Low,1,Isfahan,2025-08-13 23:00:00
1519,29.637197635061924,10.417424496781695,26.452388426223138,Motorcycle,High,0,Tehran,2025-08-12 13:00:00
1520,60.0,9.001259184247552,11.483980747779896,Economic,Low,1,Shiraz,2025-08-12 03:00:00
1521,42.21033695525353,8.79993290267713,41.01461867329201,Motorcycle,Low,1,Isfahan,2025-08-10 23:00:00
1522,35.82097703468616,5.395625550802859,36.413641760535185,Motorcycle,Low,1,Tehran,2025-08-10 04:00:00
1523,54.08356007242828,3.591050995559709,27.52247067945451,Economic,High,1,Tehran,2025-08-14 11:00:00
1524,24.486729159318244,4.737082606393049,14.786795923834012,Motorcycle,Medium,1,Isfahan,2025-08-10 07:00:00
1525,40.99357429329157,2.0513153561035757,16.032869469656728,Economic,Medium,1,Mashhad,2025-08-10 03:00:00
1526,49.06498343645023,4.764484094647964,50.0,Motorcycle,Medium,1,Tehran,2025-08-13 14:00:00
1527,58.6150356712153,1.1748170548822097,31.244451911488802,Motorcycle,Medium,1,Tehran,2025-08-12 01:00:00
1528,60.0,12.917909612083587,45.60230595877385,Van,High,1,Tehran,2025-08-10 16:00:00
1529,30.133806938564707,7.011132740365975,31.310391096242036,Motorcycle,Medium,1,Tehran,2025-08-12 08:00:00
1530,36.66746005086428,19.489749517111264,38.4523034548631,Economic,High,0,Mashhad,2025-08-11 00:00:00
1531,37.690634962934446,4.6806239647496595,20.304902142629096,Motorcycle,Medium,0,Shiraz,2025-08-11 18:00:00
1532,12.315606344371485,7.570742835882284,19.562663162951097,Van,Low,1,Mashhad,2025-08-11 18:00:00
1533,,7.798982014189131,37.58655039030858,Motorcycle,High,1,Shiraz,2025-08-10 11:00:00
1534,42.78596120551997,1.1605784251867504,46.11312374677539,Motorcycle,High,1,Tehran,2025-08-14 10:00:00
1535,32.94152547571285,16.94495110774972,29.65784810650779,Economic,Low,0,Mashhad,2025-08-15 11:00:00
1536,21.07945399099807,1.6078947427421697,50.0,Van,High,1,Isfahan,2025-08-11 03:00:00
1537,52.704001598545744,18.863416859855587,26.043402517212105,Motorcycle,High,1,Isfahan,2025-08-13 11:00:00
1538,29.607589924057063,17.94941267077879,8.390970330300132,Motorcycle,Medium,1,Isfahan,2025-08-13 10:00:00
1539,35.68662170364938,11.174916405633308,46.20065881285671,Economic,High,1,Isfahan,2025-08-15 23:00:00
1540,15.0,11.32831592331455,29.49064408162366,Motorcycle,High,1,Isfahan,2025-08-16 16:00:00
1541,44.58727642424046,13.42178053616697,43.621496074584,Motorcycle,High,1,Tehran,2025-08-12 00:00:00
1542,60.0,8.353950226762851,41.98048744892778,Motorcycle,High,1,Isfahan,2025-08-16 15:00:00
1543,55.93511057457444,13.297223384559254,44.38967533733124,Van,Medium,1,Isfahan,2025-08-12 05:00:00
1544,38.14355615120592,1.8505993850812505,17.083906605758585,Motorcycle,High,1,Tabriz,2025-08-15 18:00:00
1545,46.756864822945275,2.026904919644805,37.42217976501731,Economic,High,1,Isfahan,2025-08-14 05:00:00
1546,52.031613841125356,9.687377972771342,50.0,Van,High,1,Isfahan,2025-08-14 13:00:00
1547,30.024218412175628,11.442823721014664,35.86068164494175,Motorcycle,High,1,Mashhad,2025-08-11 06:00:00
1548,39.62150279783359,17.86853516638056,26.98525222631787,Motorcycle,Medium,1,Shiraz,2025-08-12 11:00:00
1549,45.19296334061628,2.988552044250029,15.190827361139007,Van,Medium,1,Tabriz,2025-08-12 06:00:00
1550,50.72319868661169,16.6303106166839,8.777824767490273,Motorcycle,Medium,1,Shiraz,2025-08-11 03:00:00
1551,43.49768885280071,4.990899408549322,24.336501660430553,Motorcycle,High,1,Isfahan,2025-08-13 19:00:00
1552,36.352241247699446,8.487589321690606,16.709507758488776,Economic,Low,1,Tehran,2025-08-13 10:00:00
1553,21.220174132434387,7.015446261720845,50.0,Van,Low,1,Isfahan,2025-08-11 20:00:00
1554,33.90066647697819,8.60295018444258,32.21041872796348,Economic,Medium,1,Isfahan,2025-08-10 03:00:00
1555,33.282253297181676,3.8594144633791254,34.6965932866577,Motorcycle,Medium,1,Shiraz,2025-08-14 06:00:00
1556,52.530901906332375,10.567831413667545,24.89886432509717,Economic,Medium,1,Tehran,2025-08-16 23:00:00
1557,46.96301551479899,16.231209206795977,12.53153888269931,Motorcycle,Medium,1,Isfahan,2025-08-13 08:00:00
1558,26.36185259183586,9.389146197199041,50.0,Van,Medium,1,Tehran,2025-08-10 03:00:00
1559,44.92688568959522,10.321657942065784,32.81524713121418,Van,Low,1,Shiraz,2025-08-14 03:00:00
1560,,17.12658412034497,16.189225981707928,Van,Medium,1,Tehran,2025-08-12 06:00:00
1561,38.72222517347033,14.415104178122585,21.776760245766862,Economic,Low,1,Isfahan,2025-08-14 21:00:00
1562,29.286248171078295,10.31863376187591,39.010321259878104,Economic,Low,1,Tehran,2025-08-12 08:00:00
1563,15.0,5.896217315594414,50.0,Motorcycle,High,1,Tehran,2025-08-10 16:00:00
1564,38.8404539636105,17.813608190054367,8.240199333810189,Van,Low,1,Isfahan,2025-08-17 00:00:00
1565,58.29476479464195,11.96338763212061,39.497311492155426,Economic,Medium,0,Tehran,2025-08-12 23:00:00
1566,32.62406931458143,5.201804592103175,17.21678978749363,Motorcycle,Medium,1,Isfahan,2025-08-16 22:00:00
1567,47.845055188708,6.113275300122197,5.403005102863231,Economic,Medium,1,Tabriz,2025-08-16 15:00:00
1568,52.73908826556149,16.259528689788674,50.0,Motorcycle,High,0,Tabriz,2025-08-13 22:00:00
1569,18.686903860474946,1.8387656796616536,38.60912353713305,Economic,Low,1,Tehran,2025-08-10 11:00:00
1570,48.183472791747256,19.84975155354758,30.55718264918952,Economic,High,1,Shiraz,2025-08-10 17:00:00
1571,59.1905290021005,3.476681914581044,27.147576788935798,Economic,Medium,1,Tehran,2025-08-12 07:00:00
1572,20.94852692196901,16.12530198254181,50.0,Van,Medium,1,Tabriz,2025-08-14 09:00:00
1573,39.52269518599955,8.500731018661973,50.0,Van,Medium,1,Shiraz,2025-08-13 05:00:00
1574,21.364436539895735,10.35210748246187,39.64817674833109,Economic,Low,1,Tehran,2025-08-16 09:00:00
1575,41.597159789202315,17.732360971826978,29.873635141851658,Motorcycle,Medium,1,Mashhad,2025-08-15 07:00:00
1576,35.572302212430195,8.845312602195051,50.0,Motorcycle,Medium,0,Tehran,2025-08-11 02:00:00
1577,20.77302276141736,11.212381319791454,50.0,Van,High,1,Shiraz,2025-08-15 17:00:00
1578,41.64739354457171,1.936693585774229,15.366761174907701,Van,Low,1,Mashhad,2025-08-16 01:00:00
1579,22.654084232019507,1.04460200348161,50.0,Van,Low,1,Isfahan,2025-08-11 19:00:00
1580,42.70007747821957,5.651197587032792,26.392321534739047,Economic,High,1,Isfahan,2025-08-12 16:00:00
1581,38.40683036677131,13.93107876545658,22.440485223492445,Motorcycle,Medium,1,Tabriz,2025-08-11 00:00:00
1582,41.48637349428715,3.304032973823597,48.88238091708327,Van,Low,1,Tabriz,2025-08-16 09:00:00
1583,30.953179623937007,3.161477217286439,6.014760061432253,Economic,Medium,1,Mashhad,2025-08-13 11:00:00
1584,45.92519774771958,8.808251552682162,50.0,Van,High,1,Isfahan,2025-08-16 17:00:00
1585,41.145798003966874,13.308903733556303,44.190075651200004,Motorcycle,Medium,0,Shiraz,2025-08-14 03:00:00
1586,44.317267287157726,14.52936785271068,14.605768226253597,Motorcycle,Medium,1,Shiraz,2025-08-11 10:00:00
1587,31.764415552772252,4.390562807869121,39.90944968662982,Van,Low,1,Tehran,2025-08-13 13:00:00
1588,34.22863809191681,2.5121748000688067,41.60344315350908,Economic,Low,1,Tehran,2025-08-11 20:00:00
1589,32.5861466902692,18.86754364496534,32.05669196565842,Motorcycle,High,1,Tehran,2025-08-16 18:00:00
1590,46.29215824569562,5.9526612686799325,25.35185214594951,Motorcycle,High,1,Mashhad,2025-08-13 09:00:00
1591,28.9179148202159,17.213583454565754,32.76787689852867,Motorcycle,High,1,Tehran,2025-08-15 03:00:00
1592,,17.40633755879355,42.56306173993505,Van,Medium,0,Mashhad,2025-08-10 17:00:00
1593,53.610332944859614,15.677929243488345,26.75168838873288,Economic,Medium,1,Isfahan,2025-08-13 13:00:00
1594,50.75115293412054,4.207838526398831,32.82494083300232,Economic,Low,1,Mashhad,2025-08-10 04:00:00
1595,15.600000000000001,16.614227725829807,20.275679407515312,Economic,Medium,1,Isfahan,2025-08-16 11:00:00
1596,25.87350083877081,15.615760625590147,36.77224502956956,Economic,Low,1,Tehran,2025-08-16 05:00:00
1597,56.45880647168108,12.337736812018125,23.213943808674905,Economic,Medium,1,Shiraz,2025-08-14 18:00:00
1598,60.0,7.406838668210102,36.41692133980619,Van,High,1,Tabriz,2025-08-14 01:00:00
1599,30.207937076754078,5.987663481064338,50.0,Van,Low,1,Isfahan,2025-08-15 10:00:00
1600,44.30394264603188,3.3158950295268204,35.805601404918825,Economic,High,1,Shiraz,2025-08-16 19:00:00
1601,54.933519398455616,10.685384271116558,31.79848732191325,Economic,High,1,Tehran,2025-08-12 11:00:00
1602,60.0,12.119956634687084,13.585812823912596,Van,High,1,Shiraz,2025-08-15 08:00:00
1603,,7.827440819799957,25.0365641768295,Van,High,1,Tehran,2025-08-16 06:00:00
1604,34.33260469625604,10.031822285936503,14.270717952048216,Economic,Medium,1,Mashhad,2025-08-10 03:00:00
1605,39.269201053960295,7.906774690016067,15.591973995679128,Economic,Medium,1,Tehran,2025-08-12 11:00:00
1606,30.700070876119312,13.179115089093324,50.0,Van,High,1,Mashhad,2025-08-10 05:00:00
1607,46.84005473992193,18.123924948134704,7.689910503413777,Motorcycle,High,1,Tehran,2025-08-16 13:00:00
1608,60.0,4.114484978891952,37.44545276853926,Economic,High,1,Isfahan,2025-08-11 07:00:00
1609,39.87695127739235,8.246767388159345,18.63445250294319,Motorcycle,Medium,1,Tehran,2025-08-13 07:00:00
1610,42.86328536682991,3.676503475066365,15.160786463779687,Economic,Medium,1,Shiraz,2025-08-12 12:00:00
1611,35.20645350409792,12.873931637748807,23.004753805981274,Economic,Low,1,Isfahan,2025-08-14 13:00:00
1612,18.67851948694346,14.84853968028332,12.950653797182719,Economic,Low,1,Tehran,2025-08-12 14:00:00
1613,50.48042710291307,18.70634191935166,39.4250640175909,Economic,Low,1,Tehran,2025-08-16 14:00:00
1614,29.22162802987198,6.298566598958333,8.841595069695437,Motorcycle,Low,1,Shiraz,2025-08-10 20:00:00
1615,33.83424103691249,19.054012911443174,41.24539040085406,Van,Medium,1,Tehran,2025-08-10 15:00:00
1616,60.0,2.2019907645928214,50.0,Van,Low,1,Mashhad,2025-08-11 11:00:00
1617,49.48129362548529,12.457263403927175,39.255570298746726,Motorcycle,High,0,Isfahan,2025-08-13 23:00:00
1618,26.97850739885779,2.0855216675232695,29.95546655131553,Van,Medium,1,Tehran,2025-08-15 07:00:00
1619,38.604636056916846,17.98170956747695,47.38973451288265,Van,High,1,Tehran,2025-08-13 03:00:00
1620,49.781348510361056,11.066372084331029,50.0,Van,Medium,1,Mashhad,2025-08-12 03:00:00
1621,37.35924492645317,13.717618664493125,50.0,Van,Medium,1,Tehran,2025-08-11 14:00:00
1622,23.4258303252395,16.799904592298596,50.0,Van,High,1,Tehran,2025-08-14 00:00:00
1623,60.0,3.8559018271954066,21.55240705433055,Economic,High,0,Tehran,2025-08-12 04:00:00
1624,27.98227097353207,1.733239676824543,50.0,Motorcycle,Medium,1,Tehran,2025-08-16 20:00:00
1625,48.73297776217545,17.698741772344192,8.510221267181077,Van,Low,1,Tehran,2025-08-10 09:00:00
1626,,6.983731321719717,9.365008517068018,Van,Medium,0,Tabriz,2025-08-12 12:00:00
1627,,3.45059925061614,50.0,Van,Low,1,Mashhad,2025-08-16 09:00:00
1628,55.65321270255647,9.900763504654645,11.180656725989873,Economic,Low,1,Shiraz,2025-08-14 17:00:00
1629,30.678555105274032,12.367815438224357,12.762118178420884,Van,Low,1,Tehran,2025-08-13 12:00:00
1630,57.79160512683329,1.5884414650276923,31.029893325372353,Van,High,1,Tehran,2025-08-11 10:00:00
1631,34.84732817294475,6.223017506884667,24.17450692913871,Motorcycle,Low,1,Shiraz,2025-08-12 23:00:00
1632,27.997363485118647,1.6231976112610242,30.300385735602575,Economic,Low,1,Isfahan,2025-08-13 09:00:00
1633,23.56450167682538,8.98637239471448,50.0,Van,Low,1,Tehran,2025-08-16 20:00:00
1634,48.35952981097393,18.006900552258642,15.69295479021892,Motorcycle,Medium,1,Mashhad,2025-08-10 10:00:00
1635,31.98269601472151,19.670395818377816,27.647170164526297,Motorcycle,Medium,0,Mashhad,2025-08-15 13:00:00
1636,25.963515367580033,13.103903516568923,46.67963474293559,Motorcycle,Low,1,Shiraz,2025-08-14 10:00:00
1637,30.673161309759706,4.071116181907245,50.0,Motorcycle,High,0,Tehran,2025-08-16 21:00:00
1638,41.083188787121536,18.21113840998681,29.315310476146056,Van,Medium,1,Mashhad,2025-08-13 01:00:00
1639,60.0,10.808708640801148,50.0,Motorcycle,High,1,Isfahan,2025-08-10 06:00:00
1640,25.122072114694454,3.9212369299554437,29.510334415664715,Economic,Low,1,Tabriz,2025-08-12 10:00:00
1641,39.31485293674586,18.512806719581565,6.248176804004145,Economic,Low,1,Shiraz,2025-08-13 12:00:00
1642,44.12220555415429,15.391911963738957,10.860682961681421,Van,Low,1,Tehran,2025-08-13 15:00:00
1643,29.20358608754285,14.90240018173988,12.57835770545135,Motorcycle,Low,1,Isfahan,2025-08-12 14:00:00
1644,44.88083335124654,14.474433372093689,30.202811249805286,Economic,Low,1,Shiraz,2025-08-12 04:00:00
1645,23.251277662237445,4.806456600832404,13.268251662909256,Motorcycle,Medium,1,Isfahan,2025-08-15 18:00:00
1646,44.56799226369944,5.0091271424429955,22.41352369151801,Economic,Low,1,Shiraz,2025-08-10 13:00:00
1647,43.88054946592904,14.077566970117845,7.357364326509944,Economic,Medium,1,Tabriz,2025-08-12 15:00:00
1648,60.0,5.174732252097541,40.86709185007573,Economic,Medium,1,Tehran,2025-08-12 08:00:00
1649,50.24863261877701,9.334762239257929,33.789075558579896,Van,Medium,1,Tehran,2025-08-16 11:00:00
1650,60.0,15.858034686284887,36.69275403618271,Economic,Medium,1,Shiraz,2025-08-14 01:00:00
1651,42.95559807856291,15.895097843858977,50.0,Motorcycle,Medium,1,Tehran,2025-08-15 13:00:00
1652,39.909555798986,9.611973677991333,8.7050520630408,Van,Medium,1,Tehran,2025-08-13 10:00:00
1653,47.915764523660044,16.051608827229657,46.594950163097295,Van,High,1,Mashhad,2025-08-11 22:00:00
1654,34.40883819346105,16.93381412776308,5.0,Economic,Low,0,Shiraz,2025-08-14 17:00:00
1655,40.06180612154029,13.440739274400945,50.0,Van,Medium,1,Tehran,2025-08-16 17:00:00
1656,35.15978166819262,5.340091193859983,22.662671610444733,Economic,Low,1,Isfahan,2025-08-10 01:00:00
1657,31.684609762696144,6.2062238273254025,9.209728628575593,Motorcycle,Low,0,Tehran,2025-08-10 16:00:00
1658,43.1759753560796,6.981981952765972,16.438047074535092,Van,Low,1,Tehran,2025-08-15 05:00:00
1659,31.097935981637594,3.219278046945088,19.58695736991247,Economic,Medium,1,Tehran,2025-08-10 17:00:00
1660,49.67854273354854,6.190032787028957,50.0,Van,Medium,1,Tehran,2025-08-12 01:00:00
1661,,4.98086526193811,50.0,Van,Low,1,Shiraz,2025-08-10 13:00:00
1662,43.22897209513381,9.65124624636344,50.0,Motorcycle,High,1,Shiraz,2025-08-16 18:00:00
1663,15.600000000000001,18.260313409573033,17.192439268239266,Economic,Medium,1,Shiraz,2025-08-11 12:00:00
1664,31.09831416777238,2.9851260183252037,6.111262502179934,Economic,Low,1,Tehran,2025-08-12 04:00:00
1665,42.96994546561109,14.685090555000516,48.84429367419863,Motorcycle,Low,1,Mashhad,2025-08-11 08:00:00
1666,35.725583252413415,14.058377083849427,6.350063037787294,Motorcycle,Medium,1,Tehran,2025-08-10 23:00:00
1667,31.21088517619939,2.8193297746037955,41.927005462011124,Economic,Medium,1,Tehran,2025-08-11 20:00:00
1668,24.952250787717826,18.5288756932102,32.38572610981727,Van,Low,1,Mashhad,2025-08-16 07:00:00
1669,38.40620026504553,11.800971840979573,5.454068225984669,Motorcycle,Low,1,Isfahan,2025-08-15 20:00:00
1670,53.201003523020695,7.910784901578,47.53593956443579,Motorcycle,High,1,Tehran,2025-08-12 04:00:00
1671,27.610679008303055,15.374233086410827,50.0,Van,Low,1,Tehran,2025-08-12 12:00:00
1672,41.07753917569087,5.889943709631047,38.76252602215334,Economic,Medium,1,Tabriz,2025-08-15 09:00:00
1673,31.298902211474136,14.176686903880087,18.363248256163246,Van,Medium,1,Mashhad,2025-08-10 20:00:00
1674,20.775898155014975,1.7545129438726972,13.156151272976974,Motorcycle,Low,1,Tabriz,2025-08-14 13:00:00
1675,60.0,16.948752714576166,50.0,Van,High,1,Tabriz,2025-08-14 23:00:00
1676,34.809833900252585,9.515246093405052,26.942973751419682,Economic,Low,1,Mashhad,2025-08-13 07:00:00
1677,42.17158520825497,13.097165372800893,42.101186726460355,Motorcycle,Low,1,Tehran,2025-08-11 18:00:00
1678,54.25579262306942,5.2035185763269896,19.720899331869955,Van,Medium,1,Shiraz,2025-08-12 02:00:00
1679,60.0,13.86440054051051,50.0,Economic,High,1,Tehran,2025-08-12 14:00:00
1680,33.388935934665376,15.672565241972256,29.694074549053827,Economic,Low,1,Tehran,2025-08-14 12:00:00
1681,60.0,9.991050550803577,41.39242689520797,Economic,High,1,Shiraz,2025-08-11 21:00:00
1682,58.02818567537714,12.736811557174091,28.130838900276217,Economic,High,1,Mashhad,2025-08-16 11:00:00
1683,27.251875810508334,9.670192552625572,20.805363164559353,Economic,Low,1,Tehran,2025-08-12 15:00:00
1684,51.86000479485701,17.987736015899063,39.17858463741986,Economic,Medium,0,Isfahan,2025-08-13 05:00:00
1685,21.85152250608237,10.459514429772064,31.19546168689262,Motorcycle,Medium,1,Isfahan,2025-08-13 01:00:00
1686,60.0,16.99436547154756,46.47383265461699,Economic,High,1,Tehran,2025-08-16 03:00:00
1687,39.55197016214507,16.225689107134723,42.15037889610508,Economic,Medium,1,Tehran,2025-08-14 18:00:00
1688,49.93809063161629,8.799591605618774,31.14404322954291,Economic,Medium,1,Tehran,2025-08-16 18:00:00
1689,32.83287871546142,5.371605345292026,49.00869688001162,Van,Low,1,Tehran,2025-08-12 03:00:00
1690,,8.715560518635648,6.189585949175133,Motorcycle,High,1,Shiraz,2025-08-12 21:00:00
1691,53.80040702212912,16.69813013972918,8.161060599906323,Motorcycle,High,1,Isfahan,2025-08-15 03:00:00
1692,25.250963433774757,5.325018180568454,21.057457083450352,Van,Low,1,Isfahan,2025-08-10 20:00:00
1693,60.0,10.964290571297237,14.119120681796897,Economic,High,1,Tehran,2025-08-13 20:00:00
1694,24.81030479629877,16.315838211254203,32.59900865230622,Van,High,1,Tehran,2025-08-14 05:00:00
1695,46.89569369319618,7.716072027439197,37.06967621886159,Van,High,1,Tehran,2025-08-14 00:00:00
1696,49.389289990582846,13.201983103051251,34.98486289614157,Van,Low,1,Tehran,2025-08-11 18:00:00
1697,23.996024104733102,5.666999906927476,26.31661565840939,Motorcycle,Medium,1,Tehran,2025-08-15 00:00:00
1698,27.86706035370178,3.0763094619950384,9.448985230520659,Motorcycle,Medium,1,Mashhad,2025-08-14 16:00:00
1699,52.708617744883725,16.09330027676427,9.116298757995255,Motorcycle,High,1,Tehran,2025-08-14 12:00:00
1700,49.601475798257724,2.8804038447654294,28.262000166628845,Economic,Medium,1,Shiraz,2025-08-15 09:00:00
1701,43.558191290556266,6.156246506512107,23.344053694350798,Economic,Low,1,Shiraz,2025-08-16 12:00:00
1702,,17.24707901795136,37.479733649858076,Van,Medium,1,Mashhad,2025-08-14 14:00:00
1703,36.3472146856177,7.5829164544946766,36.90477708783344,Motorcycle,Low,1,Tehran,2025-08-11 15:00:00
